,OBJECTID,ARREST_DATE,TOP_CHARGE_DESC,HOME_PSA,CRIME_PSA,District
6477,6478,2012-12-23T00:00:00.000Z,POSS W/I TO DIST MARIJUANA-MISD,OUT OF STATE,708,7
6478,6479,2012-12-23T00:00:00.000Z,UNLAWFUL ENTRY,UNK,102,1
6479,6480,2012-12-24T00:00:00.000Z,ABSCONDER W/ARREST,404,404,4
6480,6481,2012-12-24T00:00:00.000Z,SIMPLE ASSAULT,507,507,5
6482,6483,2012-12-24T00:00:00.000Z,ADW OTHER DANGEROUS WEAPON,701,106,1
6483,6484,2012-12-24T00:00:00.000Z,ROBBERY W/ARMED (GUN),702,602,6
6484,6485,2012-12-24T00:00:00.000Z,POSSESSION OF BB GUN ON PUBLIC SPACE,705,701,7
6485,6486,2012-12-24T00:00:00.000Z,ADW GUN,705,704,7
6486,6487,2012-12-25T00:00:00.000Z,DISORDERLY (NOISE AT NIGHT),208,208,2
6487,6488,2012-12-25T00:00:00.000Z,SIMPLE ASSAULT,503,503,5
6488,6489,2012-12-25T00:00:00.000Z,UNAUTHORIZED USE OF A VEHICLE,706,107,1
6489,6490,2012-12-26T00:00:00.000Z,ABSCONDER W/ARREST,405,405,4
6490,6491,2012-12-26T00:00:00.000Z,UCSA POSS MARIJUANA,407,302,3
6491,6492,2012-12-26T00:00:00.000Z,ABSCONDER W/ARREST,602,308,3
6492,6493,2012-12-26T00:00:00.000Z,THEFT SECOND DEGREE,608,603,6
6493,6494,2012-12-26T00:00:00.000Z,"ROBBERY, SNATCH OR PURSESNATCH (FORCE)",UNK,703,7
6494,6495,2012-12-27T00:00:00.000Z,UCSA POSS MARIJUANA,406,702,7
6495,6496,2012-12-27T00:00:00.000Z,UNAUTHORIZED USE OF A VEHICLE,602,602,6
6496,6497,2012-12-27T00:00:00.000Z,UNAUTHORIZED USE OF A VEHICLE,706,602,6
6497,6498,2012-12-27T00:00:00.000Z,ROBBERY W/ARMED (GUN),706,606,6
6498,6499,2012-12-28T00:00:00.000Z,DESTRUCTION OF PROPERTY (MISD),106,106,1
6499,6500,2012-12-28T00:00:00.000Z,"ROBBERY, FORCE & VIOLENCE",106,107,1
6500,6501,2012-12-28T00:00:00.000Z,SIMPLE ASSAULT,108,108,1
6501,6502,2012-12-28T00:00:00.000Z,UCSA POSS MARIJUANA,108,507,5
6503,6504,2012-12-28T00:00:00.000Z,BURGLARY TWO,506,104,1
6504,6505,2012-12-28T00:00:00.000Z,SIMPLE ASSAULT,602,603,6
6505,6506,2012-12-28T00:00:00.000Z,POSSESSION OF BB GUN ON PUBLIC SPACE,603,603,6
6506,6507,2012-12-28T00:00:00.000Z,BURGLARY TWO,608,104,1
6507,6508,2012-12-28T00:00:00.000Z,"SEXUAL ABUSE, 3RD DEG",702,606,6
6508,6509,2012-12-29T00:00:00.000Z,POSS IMPLEMENTS OF CRIME,402,402,4
6509,6510,2012-12-29T00:00:00.000Z,SIMPLE ASSAULT,503,503,5
6510,6511,2012-12-29T00:00:00.000Z,POSSESSION OF IMPLEMENTS OF CRIME,603,108,1
6511,6512,2012-12-29T00:00:00.000Z,JUVENILE CUSTODY ORDER - PREPETITION,702,702,7
6512,6513,2012-12-29T00:00:00.000Z,THEFT SECOND DEGREE,OUT OF STATE,605,6
6513,6514,2012-12-30T00:00:00.000Z,JUVENILE CUSTODY ORDER - PREPETITION,401,302,3
6514,6515,2012-12-30T00:00:00.000Z,"ROBBERY, FORCE & VIOLENCE",405,608,6
6515,6516,2012-12-30T00:00:00.000Z,"ROBBERY, FORCE & VIOLENCE",504,608,6
6516,6517,2012-12-30T00:00:00.000Z,ADW OTHER DANGEROUS WEAPON,706,706,7
6517,6518,2012-12-30T00:00:00.000Z,"ROBBERY, FORCE & VIOLENCE",OUT OF STATE,608,6
6518,6519,2012-12-31T00:00:00.000Z,UNLAWFUL ENTRY,603,106,1
6519,6520,2012-12-31T00:00:00.000Z,SIMPLE ASSAULT,706,706,7
6520,6521,2012-12-31T00:00:00.000Z,ROBBERY W/ARMED (GUN),708,707,7
6521,6522,2013-01-01T00:00:00.000Z,"ROBBERY, SNATCH OR PURSESNATCH (FORCE)",102,602,6
6522,6523,2013-01-01T00:00:00.000Z,BURGLARY TWO,601,601,6
6523,6524,2013-01-01T00:00:00.000Z,BURGLARY TWO,601,601,6
6524,6525,2013-01-01T00:00:00.000Z,ASSAULT ON A POLICE OFFICER [MISD],608,101,1
6525,6526,2013-01-01T00:00:00.000Z,ROBBERY,UNK,603,6
6527,6528,2013-01-02T00:00:00.000Z,THEFT SECOND DEGREE,106,202,2
6528,6529,2013-01-02T00:00:00.000Z,ABSCONDER W/ARREST,302,302,3
6530,6531,2013-01-02T00:00:00.000Z,UNAUTHORIZED USE OF A VEHICLE,602,704,7
6531,6532,2013-01-02T00:00:00.000Z,UNAUTHORIZED USE OF A VEHICLE,701,704,7
6532,6533,2013-01-02T00:00:00.000Z,UNLAWFUL ENTRY,704,703,7
6533,6534,2013-01-03T00:00:00.000Z,POSS OF A CONTROLLED SUBSTANCE -MISD,103,507,5
6534,6535,2013-01-03T00:00:00.000Z,SIMPLE ASSAULT,505,504,5
6535,6536,2013-01-03T00:00:00.000Z,SIMPLE ASSAULT,505,504,5
6536,6537,2013-01-03T00:00:00.000Z,THREATS (FELONY),505,504,5
6537,6538,2013-01-03T00:00:00.000Z,UNAUTHORIZED USE OF A VEHICLE,602,602,6
6538,6539,2013-01-03T00:00:00.000Z,UNAUTHORIZED USE OF A VEHICLE,602,602,6
6539,6540,2013-01-03T00:00:00.000Z,UNAUTHORIZED USE OF A VEHICLE,602,602,6
6540,6541,2013-01-03T00:00:00.000Z,SIMPLE ASSAULT,608,608,6
6541,6542,2013-01-03T00:00:00.000Z,ROBBERY W/ARMED (GUN),608,707,7
6542,6543,2013-01-03T00:00:00.000Z,DESTRUCTION OF PROPERTY - MISD,703,703,7
6543,6544,2013-01-03T00:00:00.000Z,ROBBERY W/ARMED (GUN),706,707,7
6544,6545,2013-01-03T00:00:00.000Z,FAILURE TO APPEAR (BRA),OUT OF STATE,708,7
6545,6546,2013-01-04T00:00:00.000Z,THEFT 2 (THEFT F/BUILDING),101,107,1
6546,6547,2013-01-04T00:00:00.000Z,THEFT 1 (THEFT F/BUILDING),602,107,1
6547,6548,2013-01-04T00:00:00.000Z,FUGITIVE FROM JUSTICE,605,102,1
6548,6549,2013-01-04T00:00:00.000Z,SHOPLIFTING,708,101,1
6549,6550,2013-01-04T00:00:00.000Z,FUGITIVE FROM JUSTICE,708,707,7
6550,6551,2013-01-04T00:00:00.000Z,PWID OTHER,708,708,7
6551,6552,2013-01-04T00:00:00.000Z,CUSTODY ORDER,OUT OF STATE,405,4
6552,6553,2013-01-05T00:00:00.000Z,SIMPLE ASSAULT,406,403,4
6553,6554,2013-01-05T00:00:00.000Z,JUVENILE CUSTODY ORDER - PREPETITION,407,701,7
6554,6555,2013-01-05T00:00:00.000Z,CARJACKING,701,608,6
6555,6556,2013-01-05T00:00:00.000Z,CARJACKING,704,608,6
6556,6557,2013-01-05T00:00:00.000Z,UNAUTHORIZED USE OF A VEHICLE,704,701,7
6557,6558,2013-01-05T00:00:00.000Z,JUVENILE CUSTODY ORDER - PREPETITION,706,102,1
6558,6559,2013-01-05T00:00:00.000Z,JUVENILE CUSTODY ORDER - PREPETITION,706,706,7
6559,6560,2013-01-06T00:00:00.000Z,ADW KNIFE OR CUTTING INSTRUMENT,602,602,6
6560,6561,2013-01-06T00:00:00.000Z,THREATS (MISD),608,107,1
6561,6562,2013-01-06T00:00:00.000Z,"ROBBERY, FORCE & VIOLENCE",701,303,3
6562,6563,2013-01-06T00:00:00.000Z,SIMPLE ASSAULT,701,701,7
6563,6564,2013-01-07T00:00:00.000Z,SIMPLE ASSAULT,405,406,4
6565,6566,2013-01-07T00:00:00.000Z,SIMPLE ASSAULT,604,604,6
6566,6567,2013-01-07T00:00:00.000Z,CARRY DANG. WEAPON-OUTSIDE HOME/BUSINESS,608,602,6
6568,6569,2013-01-08T00:00:00.000Z,SIMPLE ASSAULT,105,105,1
6569,6570,2013-01-08T00:00:00.000Z,UNLAWFUL ENTRY,108,302,3
6570,6571,2013-01-08T00:00:00.000Z,POSSESS PROHIBITED WEAPON,503,503,5
6572,6573,2013-01-08T00:00:00.000Z,RECEIVING STOLEN PROPERTY-MISD,602,604,6
6573,6574,2013-01-08T00:00:00.000Z,JUVENILE CUSTODY ORDER - PREPETITION,603,705,7
6574,6575,2013-01-08T00:00:00.000Z,POSS W/I TO DIST MARIJUANA-MISD,604,105,1
6576,6577,2013-01-08T00:00:00.000Z,MURDER I,701,603,6
6577,6578,2013-01-08T00:00:00.000Z,POSSESSION OF PROHIBITED WEAPON (B),706,703,7
6578,6579,2013-01-09T00:00:00.000Z,ROBBERY W/ARMED (GUN),105,108,1
6579,6580,2013-01-09T00:00:00.000Z,ROBBERY W/ARMED (KNIFE OR CUTTING INSTRUMENT),106,108,1
6580,6581,2013-01-09T00:00:00.000Z,POSSESSION OF AN OPEN CONTAINER OF ALCOHOL,302,302,3
6581,6582,2013-01-09T00:00:00.000Z,THREATS (FELONY),302,302,3
6583,6584,2013-01-09T00:00:00.000Z,ROBBERY W/ARMED (GUN),405,108,1
6584,6585,2013-01-09T00:00:00.000Z,SIMPLE ASSAULT,603,603,6
6585,6586,2013-01-09T00:00:00.000Z,ROBBERY W/ARMED (GUN),604,108,1
6586,6587,2013-01-09T00:00:00.000Z,SIMPLE ASSAULT,605,605,6
6587,6588,2013-01-09T00:00:00.000Z,ROBBERY W/ARMED (GUN),607,108,1
6588,6589,2013-01-09T00:00:00.000Z,METRO FARE EVASION,703,707,7
6589,6590,2013-01-09T00:00:00.000Z,DESTRUCTION OF PROPERTY - MISD,UNK,409,4
6590,6591,2013-01-10T00:00:00.000Z,ABSCONDER W/ARREST,401,302,3
6591,6592,2013-01-10T00:00:00.000Z,SIMPLE ASSAULT,407,407,4
6592,6593,2013-01-10T00:00:00.000Z,FUGITIVE FROM JUSTICE,507,302,3
6593,6594,2013-01-10T00:00:00.000Z,POSSESSION OF BB GUN ON PUBLIC SPACE,604,605,6
6595,6596,2013-01-10T00:00:00.000Z,ROBBERY W/ARMED (GUN),605,603,6
6596,6597,2013-01-10T00:00:00.000Z,BURGLARY TWO,702,305,3
6597,6598,2013-01-10T00:00:00.000Z,ABSCONDER W/ARREST,705,705,7
6598,6599,2013-01-11T00:00:00.000Z,THEFT 1ST DEGREE,108,202,2
6599,6600,2013-01-11T00:00:00.000Z,BURGLARY TWO,403,403,4
6600,6601,2013-01-11T00:00:00.000Z,ROBBERY PURSESNATCH (NO FORCE),602,602,6
6601,6602,2013-01-11T00:00:00.000Z,ROBBERY,603,506,5
6602,6603,2013-01-11T00:00:00.000Z,AFFRAYS,702,703,7
6603,6604,2013-01-11T00:00:00.000Z,AFFRAYS,703,703,7
6604,6605,2013-01-11T00:00:00.000Z,ADW OTHER DANGEROUS WEAPON,703,703,7
6605,6606,2013-01-11T00:00:00.000Z,AFFRAYS,704,703,7
6606,6607,2013-01-11T00:00:00.000Z,AFFRAYS,OUT OF STATE,703,7
6607,6608,2013-01-12T00:00:00.000Z,ASSAULT ON A POLICE OFFICER [MISD],302,302,3
6608,6609,2013-01-12T00:00:00.000Z,SIMPLE ASSAULT,502,502,5
6609,6610,2013-01-12T00:00:00.000Z,SIMPLE ASSAULT,OUT OF STATE,206,2
6610,6611,2013-01-13T00:00:00.000Z,UNAUTHORIZED USE OF A VEHICLE,407,104,1
6611,6612,2013-01-13T00:00:00.000Z,ASSAULT W/I TO COMMIT ROBBERY (AWIR),603,603,6
6612,6613,2013-01-13T00:00:00.000Z,POSSESS PROHIBITED WEAPON,607,104,1
6613,6614,2013-01-13T00:00:00.000Z,SIMPLE ASSAULT,708,708,7
6614,6615,2013-01-13T00:00:00.000Z,CUSTODY ORDER,OUT OF STATE,702,7
6615,6616,2013-01-14T00:00:00.000Z,THREATS TO DO BODILY HARM - MISD,402,403,4
6617,6618,2013-01-14T00:00:00.000Z,THREATS TO DO BODILY HARM - MISD,501,403,4
6618,6619,2013-01-14T00:00:00.000Z,SIMPLE ASSAULT,701,701,7
6619,6620,2013-01-14T00:00:00.000Z,SIMPLE ASSAULT,705,705,7
6620,6621,2013-01-15T00:00:00.000Z,FAILURE TO APPEAR (BRA),103,105,1
6621,6622,2013-01-15T00:00:00.000Z,DESTRUCTION OF PROPERTY - MISD,105,105,1
6622,6623,2013-01-15T00:00:00.000Z,SIMPLE ASSAULT,302,302,3
6623,6624,2013-01-15T00:00:00.000Z,JUVENILE CUSTODY ORDER - PREPETITION,408,303,3
6624,6625,2013-01-15T00:00:00.000Z,FUGITIVE FROM JUSTICE,603,202,2
6625,6626,2013-01-15T00:00:00.000Z,ASSAULT ON A POLICE OFFICER [MISD],604,604,6
6627,6628,2013-01-15T00:00:00.000Z,ADW KNIFE OR CUTTING INSTRUMENT,608,503,5
6628,6629,2013-01-15T00:00:00.000Z,THEFT 1ST DEGREE,704,502,5
6629,6630,2013-01-15T00:00:00.000Z,UCSA POSS MARIJUANA,704,602,6
6630,6631,2013-01-15T00:00:00.000Z,SHOPLIFTING,OUT OF STATE,101,1
6631,6632,2013-01-16T00:00:00.000Z,THREATS TO DO BODILY HARM - MISD,106,107,1
6632,6633,2013-01-16T00:00:00.000Z,CUSTODY ORDER,402,102,1
6633,6634,2013-01-16T00:00:00.000Z,CUSTODY ORDER,402,102,1
6634,6635,2013-01-16T00:00:00.000Z,FAILURE TO APPEAR (BRA),404,404,4
6636,6637,2013-01-16T00:00:00.000Z,SIMPLE ASSAULT,501,501,5
6637,6638,2013-01-16T00:00:00.000Z,SIMPLE ASSAULT,507,607,6
6639,6640,2013-01-16T00:00:00.000Z,SIMPLE ASSAULT,604,604,6
6640,6641,2013-01-16T00:00:00.000Z,SIMPLE ASSAULT,604,604,6
6641,6642,2013-01-16T00:00:00.000Z,ADW OTHER DANGEROUS WEAPON,608,602,6
6642,6643,2013-01-16T00:00:00.000Z,ADW OTHER DANGEROUS WEAPON,701,607,6
6643,6644,2013-01-17T00:00:00.000Z,THEFT SECOND DEGREE,101,404,4
6644,6645,2013-01-17T00:00:00.000Z,ASSAULT WITH SIGNIFICANT BODILY INJURY,103,501,5
6645,6646,2013-01-17T00:00:00.000Z,THEFT I STOLEN AUTO,105,105,1
6646,6647,2013-01-17T00:00:00.000Z,ROBBERY PURSESNATCH (NO FORCE),105,208,2
6647,6648,2013-01-17T00:00:00.000Z,ASSAULT ON A POLICE OFFICER [MISD],105,702,7
6649,6650,2013-01-17T00:00:00.000Z,FAILURE TO APPEAR (BRA),307,307,3
6650,6651,2013-01-17T00:00:00.000Z,SIMPLE ASSAULT,405,404,4
6651,6652,2013-01-17T00:00:00.000Z,ASSAULT ON A POLICE OFFICER [MISD],405,601,6
6652,6653,2013-01-17T00:00:00.000Z,"ROBBERY, FORCE & VIOLENCE",505,504,5
6653,6654,2013-01-17T00:00:00.000Z,DISORDERLY CONDUCT,601,601,6
6654,6655,2013-01-17T00:00:00.000Z,ASSAULT ON A POLICE OFFICER [MISD],703,703,7
6655,6656,2013-01-17T00:00:00.000Z,ASSAULT ON A POLICE OFFICER [MISD],705,702,7
6656,6657,2013-01-17T00:00:00.000Z,SIMPLE ASSAULT,705,704,7
6657,6658,2013-01-17T00:00:00.000Z,DESTRUCTION OF PROPERTY - MISD,708,503,5
6658,6659,2013-01-18T00:00:00.000Z,DISORDERLY CONDUCT,105,101,1
6659,6660,2013-01-18T00:00:00.000Z,ROBBERY W/ARMED (GUN),502,203,2
6660,6661,2013-01-18T00:00:00.000Z,POSSESSION OF BB GUN ON PUBLIC SPACE,602,304,3
6661,6662,2013-01-18T00:00:00.000Z,ABSCONDER W/ARREST,602,602,6
6662,6663,2013-01-18T00:00:00.000Z,SIMPLE ASSAULT,604,507,5
6663,6664,2013-01-18T00:00:00.000Z,BURGLARY TWO,OUT OF STATE,507,5
6664,6665,2013-01-19T00:00:00.000Z,ASSAULT ON A POLICE OFFICER [MISD],405,703,7
6665,6666,2013-01-19T00:00:00.000Z,UCSA POSS MARIJUANA,501,506,5
6666,6667,2013-01-19T00:00:00.000Z,SIMPLE ASSAULT,603,103,1
6667,6668,2013-01-19T00:00:00.000Z,SIMPLE ASSAULT,605,103,1
6668,6669,2013-01-19T00:00:00.000Z,JUVENILE CUSTODY ORDER - PREPETITION,704,704,7
6669,6670,2013-01-20T00:00:00.000Z,UNAUTHORIZED USE OF A VEHICLE,204,603,6
6670,6671,2013-01-20T00:00:00.000Z,ESCAPE (FROM OFFICER OR INSTITUTION),407,407,4
6671,6672,2013-01-20T00:00:00.000Z,THREATS TO DO BODILY HARM - MISD,504,504,5
6672,6673,2013-01-20T00:00:00.000Z,"ROBBERY, FORCE & VIOLENCE",602,602,6
6673,6674,2013-01-20T00:00:00.000Z,UNAUTHORIZED USE OF A VEHICLE,602,603,6
6674,6675,2013-01-20T00:00:00.000Z,UNAUTHORIZED USE OF A VEHICLE,604,603,6
6675,6676,2013-01-20T00:00:00.000Z,ADW GUN,608,606,6
6676,6677,2013-01-21T00:00:00.000Z,UNAUTHORIZED USE OF A VEHICLE,507,507,5
6677,6678,2013-01-21T00:00:00.000Z,DESTRUCTION OF PROPERTY - FELONY,607,701,7
6678,6679,2013-01-21T00:00:00.000Z,DESTRUCTION OF PROPERTY - FELONY,703,701,7
6679,6680,2013-01-21T00:00:00.000Z,NO PERMIT,OUT OF STATE,705,7
6680,6681,2013-01-22T00:00:00.000Z,ATTEMPT TO COMMIT ROBBERY,106,108,1
6682,6683,2013-01-22T00:00:00.000Z,SIMPLE ASSAULT,406,405,4
6683,6684,2013-01-22T00:00:00.000Z,CUSTODY ORDER,608,102,1
6684,6685,2013-01-22T00:00:00.000Z,DESTRUCTION OF PROPERTY - MISD,608,608,6
6685,6686,2013-01-22T00:00:00.000Z,CARRY PISTOL (MISD),703,704,7
6686,6687,2013-01-22T00:00:00.000Z,SIMPLE ASSAULT,705,705,7
6687,6688,2013-01-22T00:00:00.000Z,THREATS (FELONY),UNK,206,2
6688,6689,2013-01-23T00:00:00.000Z,"ROBBERY, FORCE & VIOLENCE",105,107,1
6689,6690,2013-01-23T00:00:00.000Z,UCSA POSS MARIJUANA,107,505,5
6690,6691,2013-01-23T00:00:00.000Z,ABSCONDER W/ARREST,504,401,4
6691,6692,2013-01-23T00:00:00.000Z,"ROBBERY, FORCE & VIOLENCE",507,108,1
6692,6693,2013-01-23T00:00:00.000Z,"ROBBERY, FORCE & VIOLENCE",601,107,1
6693,6694,2013-01-23T00:00:00.000Z,POSSESSION OF BB GUN ON PUBLIC SPACE,604,304,3
6694,6695,2013-01-23T00:00:00.000Z,SIMPLE ASSAULT,607,607,6
6695,6696,2013-01-23T00:00:00.000Z,THEFT SECOND DEGREE,702,606,6
6696,6697,2013-01-23T00:00:00.000Z,ABSCONDER W/ARREST,705,705,7
6697,6698,2013-01-23T00:00:00.000Z,SIMPLE ASSAULT,706,706,7
6698,6699,2013-01-24T00:00:00.000Z,ABSCONDER W/ARREST,105,102,1
6699,6700,2013-01-24T00:00:00.000Z,"ROBBERY, FEAR",105,105,1
6700,6701,2013-01-24T00:00:00.000Z,THEFT SECOND DEGREE,106,108,1
6701,6702,2013-01-24T00:00:00.000Z,ESCAPE (FROM OFFICER OR INSTITUTION),308,308,3
6702,6703,2013-01-24T00:00:00.000Z,THEFT 2 (THEFT F/BUILDING),404,302,3
6703,6704,2013-01-24T00:00:00.000Z,"ROBBERY, SNATCH OR PURSESNATCH (FORCE)",407,401,4
6704,6705,2013-01-24T00:00:00.000Z,POSSESSION OF BB GUN ON PUBLIC SPACE,507,108,1
6705,6706,2013-01-24T00:00:00.000Z,SIMPLE ASSAULT,602,602,6
6706,6707,2013-01-24T00:00:00.000Z,"ROBBERY, FEAR",606,105,1
6707,6708,2013-01-24T00:00:00.000Z,"ROBBERY, SNATCH OR PURSESNATCH (FORCE)",707,102,1
6708,6709,2013-01-24T00:00:00.000Z,UNAUTHORIZED USE OF A VEHICLE,707,701,7
6709,6710,2013-01-24T00:00:00.000Z,FUGITIVE FROM JUSTICE,OUT OF STATE,604,6
6710,6711,2013-01-25T00:00:00.000Z,"ROBBERY, FORCE & VIOLENCE",106,108,1
6711,6712,2013-01-25T00:00:00.000Z,CUSTODY ORDER,307,308,3
6712,6713,2013-01-25T00:00:00.000Z,LEAVING AFTER COLLIDING - PROPERTY DAMAGE,403,403,4
6713,6714,2013-01-25T00:00:00.000Z,ROBBERY W/ARMED (KNIFE OR CUTTING INSTRUMENT),703,305,3
6714,6715,2013-01-26T00:00:00.000Z,SIMPLE ASSAULT,301,301,3
6715,6716,2013-01-26T00:00:00.000Z,ABSCONDER W/ARREST,409,409,4
6716,6717,2013-01-26T00:00:00.000Z,THREATS TO DO BODILY HARM - MISD,602,602,6
6717,6718,2013-01-26T00:00:00.000Z,TAMPERING WITH GPS DETECTION DEVICE,704,706,7
6718,6719,2013-01-26T00:00:00.000Z,ABSCONDER W/ARREST,706,708,7
6719,6720,2013-01-26T00:00:00.000Z,THREATS (MISD),708,503,5
6720,6721,2013-01-26T00:00:00.000Z,THEFT 2 (THEFT F/BUILDING),OUT OF STATE,101,1
6721,6722,2013-01-27T00:00:00.000Z,DESTRUCTION OF PROPERTY - MISD,106,106,1
6722,6723,2013-01-27T00:00:00.000Z,THEFT SECOND DEGREE,106,106,1
6723,6724,2013-01-27T00:00:00.000Z,ASSAULT W/I TO COMMIT ROBBERY (AWIR),207,603,6
6724,6725,2013-01-27T00:00:00.000Z,ABSCONDER W/ARREST,403,302,3
6725,6726,2013-01-27T00:00:00.000Z,THEFT SECOND DEGREE,404,106,1
6726,6727,2013-01-27T00:00:00.000Z,SIMPLE ASSAULT,601,601,6
6727,6728,2013-01-27T00:00:00.000Z,ASSAULT W/I TO COMMIT ROBBERY (AWIR),604,603,6
6728,6729,2013-01-27T00:00:00.000Z,ASSAULT W/I TO COMMIT ROBBERY (AWIR),604,603,6
6729,6730,2013-01-27T00:00:00.000Z,"ROBBERY, FEAR",605,603,6
6730,6731,2013-01-27T00:00:00.000Z,ADW GUN,705,705,7
6731,6732,2013-01-27T00:00:00.000Z,ASSAULT ON A POLICE OFFICER [MISD],706,108,1
6732,6733,2013-01-28T00:00:00.000Z,UNLAWFUL ENTRY,407,404,4
6733,6734,2013-01-28T00:00:00.000Z,ABSCONDER W/ARREST,504,106,1
6734,6735,2013-01-28T00:00:00.000Z,"ROBBERY, FORCE & VIOLENCE",602,605,6
6735,6736,2013-01-28T00:00:00.000Z,"ROBBERY, FORCE & VIOLENCE",603,605,6
6736,6737,2013-01-28T00:00:00.000Z,"ROBBERY, FORCE & VIOLENCE",605,605,6
6737,6738,2013-01-28T00:00:00.000Z,CUSTODY ORDER,705,102,1
6738,6739,2013-01-28T00:00:00.000Z,UNLAWFUL ENTRY,708,706,7
6739,6740,2013-01-29T00:00:00.000Z,SIMPLE ASSAULT,304,304,3
6740,6741,2013-01-29T00:00:00.000Z,"ROBBERY, SNATCH OR PURSESNATCH (FORCE)",304,304,3
6741,6742,2013-01-29T00:00:00.000Z,DESTRUCTION OF PROPERTY - MISD,402,402,4
6742,6743,2013-01-29T00:00:00.000Z,ABSCONDER W/ARREST,409,409,4
6744,6745,2013-01-29T00:00:00.000Z,ADW KNIFE OR CUTTING INSTRUMENT,602,602,6
6745,6746,2013-01-29T00:00:00.000Z,ADW GUN,604,604,6
6746,6747,2013-01-29T00:00:00.000Z,"ROBBERY, FEAR",704,106,1
6748,6749,2013-01-30T00:00:00.000Z,"ROBBERY, FORCE & VIOLENCE",105,105,1
6749,6750,2013-01-30T00:00:00.000Z,ROBBERY W/ARMED (GUN),105,107,1
6750,6751,2013-01-30T00:00:00.000Z,CUSTODY ORDER,106,108,1
6751,6752,2013-01-30T00:00:00.000Z,DESTRUCTION OF PROPERTY - MISD,301,302,3
6752,6753,2013-01-30T00:00:00.000Z,SIMPLE ASSAULT,501,305,3
6753,6754,2013-01-30T00:00:00.000Z,CUSTODY ORDER,503,106,1
6755,6756,2013-01-30T00:00:00.000Z,AGGRAVATED ASSAULT,507,507,5
6756,6757,2013-01-30T00:00:00.000Z,RECEIVING STOLEN PROPERTY (MISD),702,301,3
6757,6758,2013-01-30T00:00:00.000Z,"ROBBERY, FORCE & VIOLENCE",704,704,7
6758,6759,2013-01-30T00:00:00.000Z,UNLAWFUL ENTRY,705,106,1
6759,6760,2013-01-30T00:00:00.000Z,"ROBBERY, FORCE & VIOLENCE",706,708,7
6760,6761,2013-01-30T00:00:00.000Z,"ROBBERY, FORCE & VIOLENCE",707,708,7
6761,6762,2013-01-31T00:00:00.000Z,ASSAULT ON A POLICE OFFICER [MISD],101,401,4
6762,6763,2013-01-31T00:00:00.000Z,UCSA POSS MARIJUANA,201,107,1
6763,6764,2013-01-31T00:00:00.000Z,ABSCONDER W/ARREST,402,402,4
6764,6765,2013-01-31T00:00:00.000Z,ABSCONDER W/ARREST,402,402,4
6765,6766,2013-01-31T00:00:00.000Z,THEFT 2 (THEFT F/BUILDING),405,301,3
6766,6767,2013-01-31T00:00:00.000Z,POSS W/I TO DIST MARIJUANA-MISD,603,107,1
6767,6768,2013-01-31T00:00:00.000Z,POSSESSION OF BB GUN ON PUBLIC SPACE,703,703,7
6768,6769,2013-01-31T00:00:00.000Z,POSSESSION OF BB GUN ON PUBLIC SPACE,705,703,7
6769,6770,2013-01-31T00:00:00.000Z,SIMPLE ASSAULT,705,704,7
6770,6771,2013-01-31T00:00:00.000Z,SIMPLE ASSAULT,705,705,7
6771,6772,2013-02-01T00:00:00.000Z,BURGLARY TWO,104,108,1
6772,6773,2013-02-01T00:00:00.000Z,UNLAWFUL ENTRY,405,505,5
6774,6775,2013-02-01T00:00:00.000Z,UCSA POSS MARIJUANA,505,505,5
6775,6776,2013-02-01T00:00:00.000Z,POSSESSION OF BB GUN ON PUBLIC SPACE,505,506,5
6776,6777,2013-02-01T00:00:00.000Z,POSSESSION OF BB GUN ON PUBLIC SPACE,602,505,5
6777,6778,2013-02-01T00:00:00.000Z,THREATS (FELONY),604,304,3
6778,6779,2013-02-01T00:00:00.000Z,BURGLARY TWO,607,105,1
6779,6780,2013-02-01T00:00:00.000Z,AGGRAVATED ASSAULT,703,703,7
6780,6781,2013-02-01T00:00:00.000Z,AGGRAVATED ASSAULT,703,703,7
6781,6782,2013-02-01T00:00:00.000Z,ROBBERY W/ARMED (GUN),704,602,6
6782,6783,2013-02-01T00:00:00.000Z,UCSA POSS COCAINE/CRACK COCAINE,706,308,3
6783,6784,2013-02-01T00:00:00.000Z,SIMPLE ASSAULT,706,707,7
6784,6785,2013-02-01T00:00:00.000Z,SIMPLE ASSAULT,706,707,7
6785,6786,2013-02-02T00:00:00.000Z,UCSA POSS MARIJUANA,303,302,3
6786,6787,2013-02-02T00:00:00.000Z,SIMPLE ASSAULT,304,304,3
6787,6788,2013-02-02T00:00:00.000Z,CPO VIOLATION (CONTEMPT OF COURT),405,405,4
6788,6789,2013-02-02T00:00:00.000Z,UNAUTHORIZED USE OF A VEHICLE,407,403,4
6789,6790,2013-02-02T00:00:00.000Z,ABSCONDER W/ARREST,502,707,7
6790,6791,2013-02-02T00:00:00.000Z,UCSA POSS MARIJUANA,604,107,1
6791,6792,2013-02-02T00:00:00.000Z,POSS PROHIBITED WEAPON -FELONY,607,701,7
6792,6793,2013-02-02T00:00:00.000Z,UNAUTHORIZED USE OF A VEHICLE,706,403,4
6793,6794,2013-02-03T00:00:00.000Z,ADW OTHER DANGEROUS WEAPON,604,405,4
6794,6795,2013-02-04T00:00:00.000Z,BURGLARY TWO,304,304,3
